citing_patent,citing_title,citing_assignee,citing_url
CN-111259843-A,Multimedia navigator testing method based on visual stability feature classification registration,JK SHENZHEN ROBOTICS TECH CO LTD,https://patents.google.com/patent/CN111259843A
US-2008320088-A1,Helping valuable message content pass apparent message filtering,SEARETE LLC,https://patents.google.com/patent/US20080320088A1
US-2007250920-A1,Security Systems for Protecting an Asset,LINDSAY JEFFREY DEAN,https://patents.google.com/patent/US20070250920A1
US-8527903-B2,Unlocking a device by performing gestures on an unlock image,APPLE INC,https://patents.google.com/patent/US8527903B2
US-10628565-B2,Method and device,"SONY MOBILE COMMUNICATIONS INC, SONY CORP",https://patents.google.com/patent/US10628565B2
US-2019026751-A1,Method for Acquiring Services on a Multiplicity of Devices,AT & T IP I LP,https://patents.google.com/patent/US20190026751A1
US-10380267-B2,System and method for tagging multimedia content elements,CORTICA LTD,https://patents.google.com/patent/US10380267B2
US-9311472-B2,Methods and apparatus for authenticating user login,"NGUYEN DAN DUE, PFEFFER JON DAVID, LEVAR ADAM, ABBOTT LAB",https://patents.google.com/patent/US9311472B2
US-9495531-B2,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US9495531B2
US-9529984-B2,System and method for verification of user identification based on multimedia content elements,CORTICA LTD,https://patents.google.com/patent/US9529984B2
WO-2024129237-A1,Raiseable profile-based access for media content,WESTERN DIGITAL TECH INC,https://patents.google.com/patent/WO2024129237A1
US-8782775-B2,Embedded authentication systems in an electronic device,"FADELL ANTHONY, HODGE ANDREW, SCHELL STEPHAN, CABALLERO RUBEN, DOROGUSKER JESSE LEE, ZADESKY STEPHEN, SANFORD EMERY, APPLE INC",https://patents.google.com/patent/US8782775B2
US-9537843-B2,"Method, client, server and system of login verification",ALIBABA GROUP HOLDING LTD,https://patents.google.com/patent/US9537843B2
US-9686274-B2,Informed implicit enrollment and identification,"MICROSOFT CORP, MICROSOFT TECHNOLOGY LICENSING LLC",https://patents.google.com/patent/US9686274B2
US-11093592-B2,"Information processing system, information processing device, authentication method and recording medium",NEC CORP,https://patents.google.com/patent/US11093592B2
US-10275585-B2,Embedded authentication systems in an electronic device,APPLE INC,https://patents.google.com/patent/US10275585B2
US-2009259588-A1,Security systems for protecting an asset,LINDSAY JEFFREY DEAN,https://patents.google.com/patent/US20090259588A1
US-8904548-B2,Information terminal apparatus for information leak monitoring,"OHGUSHI NOBUO, FUJITSU LTD",https://patents.google.com/patent/US8904548B2
US-9553969-B2,Password methods and systems for use on a mobile device,"MUNJE ARUN, PLESTID TREVOR, BLACKBERRY LTD",https://patents.google.com/patent/US9553969B2
US-9547428-B2,System and method for touchscreen knob control,"LENGELING GERHARD, JUNGHANNS MARKO, APPLE INC",https://patents.google.com/patent/US9547428B2
US-2005010823-A1,Apparatus and method for analysis of conversational patterns to position information and autonomic access control list management,IBM,https://patents.google.com/patent/US20050010823A1
WO-2020190316-A1,Utilizing voice biometrics to address coercion of an authorized user of a secure device by a nefarious actor,HOYOS INTEGRITY CORP,https://patents.google.com/patent/WO2020190316A1
US-12165153-B2,Computationally efficient theft detection,CAPITAL ONE SERVICES LLC,https://patents.google.com/patent/US12165153B2
EP-3435266-A4,"Information processing system, information processing device, authentication method and recording medium",NEC CORP,https://patents.google.com/patent/EP3435266A4
US-9262630-B2,"System, method, and computer program product for isolating a device associated with at least potential data leakage activity, based on user support","SANKARARAMAN SRINIVASAN, KOLINGIVADI DEEPAKESWARAN, MCAFEE INC",https://patents.google.com/patent/US9262630B2
US-11832095-B2,Wearable identity device for fingerprint bound access to a cloud service,"SIDEASSURE INC, KEPLER COMPUTING INC",https://patents.google.com/patent/US11832095B2
US-8006099-B2,"Security management method, program, and information device",FUJITSU LTD,https://patents.google.com/patent/US8006099B2
US-2006156028-A1,"Security management method, program, and information device",FUJITSU LTD,https://patents.google.com/patent/US20060156028A1
US-2015128257-A1,Method for unlocking terminal device and terminal device,HUAWEI DEVICE CO LTD,https://patents.google.com/patent/US20150128257A1
US-2014123228-A1,Event Reporting and Handling,"BRILL JACOB ANDREW, MURIELLO DANIEL GREGORY, BARTHOLOMEW ANDREW",https://patents.google.com/patent/US20140123228A1
US-9660993-B2,Event reporting and handling,"BRILL JACOB ANDREW, MURIELLO DANIEL GREGORY, BARTHOLOMEW ANDREW, FACEBOOK INC",https://patents.google.com/patent/US9660993B2
US-2010175068-A1,Limiting the availability of computational resources to a device to stimulate a user of the device to apply necessary updates,IBM,https://patents.google.com/patent/US20100175068A1
US-10599817-B2,Portion-level digital rights management in digital content,ADOBE INC,https://patents.google.com/patent/US10599817B2
US-8776046-B2,"Recording medium, computer program and method for software installation with divided install execution files","GOTOU HIROTSUGU, YOKOGAWA ELECTRIC CORP",https://patents.google.com/patent/US8776046B2
US-8392966-B2,Limiting the availability of computational resources to a device to stimulate a user of the device to apply necessary updates,"FIFER NICHOLAS DUANE, GAYDA ILAN, GOLDBERG ITZHACK, MIZRACHI BOAZ, SILBERSHTEIN URI, IBM",https://patents.google.com/patent/US8392966B2
US-2009217261-A1,"Recording medium, install method, and computer program",YOKOGAWA ELECTRIC CORP,https://patents.google.com/patent/US20090217261A1
US-2014250292-A1,Server information handling system configuration from an end state definition file,DELL PRODUCTS LP,https://patents.google.com/patent/US20140250292A1
US-8382481-B2,Problem shooting process intelligently adapted to fit user&#39;s skills,"IBM, BECKER SHERILYN M, HU WEI, POKORNY BRAD W, YIN JUN C",https://patents.google.com/patent/US8382481B2
US-11003316-B2,Dynamic bar oriented user interface,BLACKBERRY LTD,https://patents.google.com/patent/US11003316B2
US-2009299931-A1,Problem shooting process intelligently adapted to fit user&#39;s skills,IBM,https://patents.google.com/patent/US20090299931A1
US-2007016588-A1,Update system and related method,INVENTEC CORP,https://patents.google.com/patent/US20070016588A1
US-11126323-B2,Dynamic bar oriented user interface,BLACKBERRY LTD,https://patents.google.com/patent/US11126323B2
US-9690593-B2,Server information handling system configuration from an end state definition file,DELL PRODUCTS LP,https://patents.google.com/patent/US9690593B2
US-2018081508-A1,Dynamic bar oriented user interface,BLACKBERRY LTD,https://patents.google.com/patent/US20180081508A1
